name,number,ad_id
Supermarché et Hypermarché,7,ad_510
Collège,8,ad_510
Ecole maternelle,3,ad_510
Ecole primaire,9,ad_510
Enseignement supérieur,2,ad_510
Lycée,2,ad_510
Crèche,3,ad_510
Ludothèque,2,ad_510
Autolib',3,ad_510
Location de vélo,7,ad_510
Vélib',6,ad_510
Médecin généraliste,20,ad_510
Médecin spécialiste,7,ad_510
Pharmacie,11,ad_510
Bar,15,ad_521
Restaurant,89,ad_521
Monument historique,20,ad_521
Théâtre,7,ad_521
Cinéma,1,ad_521
"Parc, Jardin et Square",6,ad_521
Terrain et Salle de sport,4,ad_521
Banque,4,ad_521
Boucherie,6,ad_521
Boulangerie,11,ad_521
Bureau de poste,1,ad_521
Presse et Tabac,6,ad_521
Supérette,7,ad_521
Supermarché et Hypermarché,10,ad_521
Collège,1,ad_521
Ecole maternelle,4,ad_521
Ecole primaire,5,ad_521
Enseignement supérieur,1,ad_521
Lycée,1,ad_521
Crèche,7,ad_521
Autolib',4,ad_521
Location de vélo,10,ad_521
Vélib',11,ad_521
Médecin généraliste,16,ad_521
Médecin spécialiste,12,ad_521
Pharmacie,14,ad_521
Bar,10,ad_450
Restaurant,41,ad_450
Monument historique,16,ad_450
"Parc, Jardin et Square",36,ad_450
Salle de musculation / cardiotraining,2,ad_450
Terrain et Salle de sport,18,ad_450
Banque,13,ad_450
Boucherie,6,ad_450
Boulangerie,22,ad_450
Bureau de poste,3,ad_450
Marché de quartier,2,ad_450
Presse et Tabac,9,ad_450
Supérette,7,ad_450
Supermarché et Hypermarché,16,ad_450
Collège,4,ad_450
Ecole maternelle,5,ad_450
Ecole primaire,8,ad_450
Enseignement supérieur,5,ad_450
Lycée,5,ad_450
Crèche,5,ad_450
Autolib',8,ad_450
Location de vélo,7,ad_450
Parking,4,ad_450
Station de taxi,4,ad_450
Station service,6,ad_450
Vélib',10,ad_450
Médecin généraliste,38,ad_450
Médecin spécialiste,76,ad_450
Pharmacie,13,ad_450
Bar,13,ad_1370
Restaurant,32,ad_1370
Théâtre,3,ad_1370
Cinéma,1,ad_1370
"Parc, Jardin et Square",3,ad_1370
Terrain et Salle de sport,15,ad_1370
Banque,12,ad_1370
Boucherie,5,ad_1370
Boulangerie,16,ad_1370
Bureau de poste,3,ad_1370
Marché de quartier,2,ad_1370
Presse et Tabac,2,ad_1370
Supérette,5,ad_1370
Supermarché et Hypermarché,12,ad_1370
Collège,8,ad_1370
Ecole maternelle,6,ad_1370
Ecole primaire,10,ad_1370
Lycée,4,ad_1370
Crèche,12,ad_1370
Ludothèque,2,ad_1370
Autolib',9,ad_1370
Location de vélo,12,ad_1370
Station de taxi,3,ad_1370
Station service,8,ad_1370
Vélib',15,ad_1370
Hôpital,1,ad_1370
Médecin généraliste,33,ad_1370
Médecin spécialiste,40,ad_1370
Pharmacie,13,ad_1370
Bar,7,ad_1368
Restaurant,29,ad_1368
Monument historique,9,ad_1368
Cinéma,3,ad_1368
"Parc, Jardin et Square",10,ad_1368
Salle de musculation / cardiotraining,1,ad_1368
Terrain et Salle de sport,3,ad_1368
Banque,3,ad_1368
Boucherie,1,ad_1368
Boulangerie,4,ad_1368
Bureau de poste,1,ad_1368
Presse et Tabac,7,ad_1368
Supermarché et Hypermarché,2,ad_1368
Ecole primaire,1,ad_1368
Enseignement supérieur,2,ad_1368
Crèche,1,ad_1368
Autolib',3,ad_1368
Location de vélo,8,ad_1368
Parking,4,ad_1368
Station de taxi,4,ad_1368
Vélib',9,ad_1368
Médecin généraliste,20,ad_1368
Médecin spécialiste,84,ad_1368
Pharmacie,6,ad_1368
Bar,5,ad_2054
Restaurant,38,ad_2054
Monument historique,5,ad_2054
Cinéma,1,ad_2054
"Parc, Jardin et Square",7,ad_2054
Terrain et Salle de sport,9,ad_2054
Banque,4,ad_2054
Boucherie,2,ad_2054
Boulangerie,13,ad_2054
Bureau de poste,1,ad_2054
Marché de quartier,1,ad_2054
Presse et Tabac,2,ad_2054
Supérette,5,ad_2054
Supermarché et Hypermarché,7,ad_2054
Collège,4,ad_2054
Ecole maternelle,5,ad_2054
Ecole primaire,6,ad_2054
Enseignement supérieur,1,ad_2054
Lycée,4,ad_2054
Crèche,10,ad_2054
Ludothèque,1,ad_2054
Autolib',3,ad_2054
Location de vélo,5,ad_2054
Station de taxi,1,ad_2054
Station service,1,ad_2054
Vélib',10,ad_2054
Médecin généraliste,31,ad_2054
Médecin spécialiste,21,ad_2054
Pharmacie,9,ad_2054
Bar,10,ad_884
Restaurant,32,ad_884
Monument historique,6,ad_884
Cinéma,2,ad_884
"Parc, Jardin et Square",1,ad_884
Terrain et Salle de sport,4,ad_884
Banque,2,ad_884
Boucherie,3,ad_884
Boulangerie,9,ad_884
Bureau de poste,1,ad_884
Marché de quartier,3,ad_884
Supérette,2,ad_884
Supermarché et Hypermarché,6,ad_884
Collège,3,ad_884
Ecole maternelle,3,ad_884
Ecole primaire,4,ad_884
Lycée,10,ad_884
Crèche,5,ad_884
Autolib',6,ad_884
Location de vélo,6,ad_884
Parking,1,ad_884
Vélib',7,ad_884
Hôpital,1,ad_884
Médecin généraliste,25,ad_884
Médecin spécialiste,46,ad_884
Pharmacie,6,ad_884
Bar,19,ad_1445
Restaurant,36,ad_1445
Monument historique,5,ad_1445
Théâtre,1,ad_1445
"Parc, Jardin et Square",5,ad_1445
Terrain et Salle de sport,9,ad_1445
Banque,3,ad_1445
Boucherie,3,ad_1445
Boulangerie,8,ad_1445
Bureau de poste,2,ad_1445
Marché de quartier,2,ad_1445
Presse et Tabac,3,ad_1445
Supérette,6,ad_1445
Supermarché et Hypermarché,15,ad_1445
Collège,1,ad_1445
Ecole maternelle,6,ad_1445
Ecole primaire,7,ad_1445
Enseignement supérieur,3,ad_1445
Lycée,3,ad_1445
Crèche,10,ad_1445
Ludothèque,1,ad_1445
Autolib',7,ad_1445
Location de vélo,13,ad_1445
Station de taxi,2,ad_1445
Vélib',13,ad_1445
Médecin généraliste,21,ad_1445
Médecin spécialiste,3,ad_1445
Pharmacie,10,ad_1445
Bar,10,ad_229
Restaurant,25,ad_229
Monument historique,1,ad_229
Théâtre,2,ad_229
"Parc, Jardin et Square",3,ad_229
Terrain et Salle de sport,4,ad_229
Banque,1,ad_229
Boucherie,7,ad_229
Boulangerie,9,ad_229
Bureau de poste,2,ad_229
Marché de quartier,1,ad_229
Presse et Tabac,3,ad_229
Supérette,7,ad_229
Supermarché et Hypermarché,9,ad_229
Collège,2,ad_229
Ecole maternelle,6,ad_229
Ecole primaire,6,ad_229
Enseignement supérieur,1,ad_229
Crèche,9,ad_229
Ludothèque,1,ad_229
Autolib',5,ad_229
Location de vélo,9,ad_229
Station de taxi,2,ad_229
Vélib',9,ad_229
Médecin généraliste,18,ad_229
Médecin spécialiste,2,ad_229
Pharmacie,16,ad_229
Bar,15,ad_837
Restaurant,89,ad_837
Monument historique,20,ad_837
Théâtre,7,ad_837
Cinéma,1,ad_837
"Parc, Jardin et Square",6,ad_837
Terrain et Salle de sport,4,ad_837
Banque,4,ad_837
Boucherie,6,ad_837
Boulangerie,11,ad_837
Bureau de poste,1,ad_837
Presse et Tabac,6,ad_837
Supérette,7,ad_837
Supermarché et Hypermarché,10,ad_837
Collège,1,ad_837
Ecole maternelle,4,ad_837
Ecole primaire,5,ad_837
Enseignement supérieur,1,ad_837
Lycée,1,ad_837
Crèche,7,ad_837
Autolib',4,ad_837
Location de vélo,10,ad_837
Vélib',11,ad_837
Médecin généraliste,16,ad_837
Médecin spécialiste,12,ad_837
Pharmacie,14,ad_837
Bar,8,ad_353
Restaurant,21,ad_353
Monument historique,7,ad_353
"Parc, Jardin et Square",6,ad_353
Salle de musculation / cardiotraining,1,ad_353
Terrain et Salle de sport,7,ad_353
Banque,1,ad_353
Boucherie,2,ad_353
Boulangerie,4,ad_353
Bureau de poste,1,ad_353
Presse et Tabac,2,ad_353
Supérette,2,ad_353
Supermarché et Hypermarché,7,ad_353
Collège,2,ad_353
Ecole maternelle,5,ad_353
Ecole primaire,8,ad_353
Enseignement supérieur,1,ad_353
Lycée,2,ad_353
Crèche,8,ad_353
Autolib',2,ad_353
Location de vélo,5,ad_353
Vélib',5,ad_353
Médecin généraliste,16,ad_353
Médecin spécialiste,7,ad_353
Pharmacie,7,ad_353
Bar,15,ad_836
Restaurant,89,ad_836
Monument historique,20,ad_836
Théâtre,7,ad_836
Cinéma,1,ad_836
"Parc, Jardin et Square",6,ad_836
Terrain et Salle de sport,4,ad_836
Banque,4,ad_836
Boucherie,6,ad_836
Boulangerie,11,ad_836
Bureau de poste,1,ad_836
Presse et Tabac,6,ad_836
Supérette,7,ad_836
Supermarché et Hypermarché,10,ad_836
Collège,1,ad_836
Ecole maternelle,4,ad_836
Ecole primaire,5,ad_836
Enseignement supérieur,1,ad_836
Lycée,1,ad_836
Crèche,7,ad_836
Autolib',4,ad_836
Location de vélo,10,ad_836
Vélib',11,ad_836
Médecin généraliste,16,ad_836
Médecin spécialiste,12,ad_836
Pharmacie,14,ad_836
Bar,15,ad_399
Restaurant,89,ad_399
Monument historique,20,ad_399
Théâtre,7,ad_399
Cinéma,1,ad_399
"Parc, Jardin et Square",6,ad_399
Terrain et Salle de sport,4,ad_399
Banque,4,ad_399
Boucherie,6,ad_399
Boulangerie,11,ad_399
Bureau de poste,1,ad_399
Presse et Tabac,6,ad_399
Supérette,7,ad_399
Supermarché et Hypermarché,10,ad_399
Collège,1,ad_399
Ecole maternelle,4,ad_399
Ecole primaire,5,ad_399
Enseignement supérieur,1,ad_399
Lycée,1,ad_399
Crèche,7,ad_399
Autolib',4,ad_399
Location de vélo,10,ad_399
Vélib',11,ad_399
Médecin généraliste,16,ad_399
Médecin spécialiste,12,ad_399
Pharmacie,14,ad_399
Bar,1,ad_962
Restaurant,3,ad_962
Monument historique,1,ad_962
"Parc, Jardin et Square",1,ad_962
Terrain et Salle de sport,4,ad_962
Banque,1,ad_962
Boulangerie,1,ad_962
Bureau de poste,1,ad_962
Presse et Tabac,1,ad_962
Supermarché et Hypermarché,1,ad_962
Ecole maternelle,2,ad_962
Ecole primaire,3,ad_962
Enseignement supérieur,1,ad_962
Crèche,3,ad_962
Autolib',2,ad_962
Location de vélo,3,ad_962
Station de taxi,2,ad_962
Vélib',2,ad_962
Hôpital,1,ad_962
Médecin généraliste,9,ad_962
Médecin spécialiste,30,ad_962
Pharmacie,2,ad_962
Bar,26,ad_1521
Restaurant,73,ad_1521
Monument historique,12,ad_1521
Théâtre,3,ad_1521
"Parc, Jardin et Square",5,ad_1521
Salle de musculation / cardiotraining,1,ad_1521
Terrain et Salle de sport,10,ad_1521
Banque,18,ad_1521
Boucherie,4,ad_1521
Boulangerie,18,ad_1521
Bureau de poste,2,ad_1521
Marché de quartier,1,ad_1521
Presse et Tabac,4,ad_1521
Supérette,14,ad_1521
Supermarché et Hypermarché,18,ad_1521
Collège,1,ad_1521
Ecole maternelle,3,ad_1521
Ecole primaire,5,ad_1521
Enseignement supérieur,7,ad_1521
Crèche,6,ad_1521
Autolib',7,ad_1521
Location de vélo,16,ad_1521
Parking,1,ad_1521
Station de taxi,1,ad_1521
Vélib',16,ad_1521
Hôpital,1,ad_1521
Médecin généraliste,43,ad_1521
Médecin spécialiste,31,ad_1521
Pharmacie,20,ad_1521
Bar,9,ad_1202
Restaurant,13,ad_1202
Monument historique,30,ad_1202
Cinéma,1,ad_1202
"Parc, Jardin et Square",3,ad_1202
Banque,1,ad_1202
Boulangerie,2,ad_1202
Bureau de poste,1,ad_1202
Presse et Tabac,3,ad_1202
Supérette,2,ad_1202
Supermarché et Hypermarché,2,ad_1202
Collège,1,ad_1202
Ecole maternelle,1,ad_1202
Ecole primaire,1,ad_1202
Enseignement supérieur,6,ad_1202
Crèche,1,ad_1202
Autolib',1,ad_1202
Location de vélo,5,ad_1202
Parking,2,ad_1202
Station de taxi,1,ad_1202
Vélib',6,ad_1202
Médecin généraliste,10,ad_1202
Médecin spécialiste,17,ad_1202
Pharmacie,6,ad_1202
Bar,18,ad_1341
Restaurant,49,ad_1341
Monument historique,4,ad_1341
"Parc, Jardin et Square",3,ad_1341
Terrain et Salle de sport,8,ad_1341
Banque,7,ad_1341
Boucherie,5,ad_1341
Boulangerie,14,ad_1341
Bureau de poste,2,ad_1341
Marché de quartier,1,ad_1341
Presse et Tabac,2,ad_1341
Supérette,8,ad_1341
Supermarché et Hypermarché,13,ad_1341
Ecole maternelle,2,ad_1341
Ecole primaire,5,ad_1341
Enseignement supérieur,6,ad_1341
Crèche,6,ad_1341
Autolib',3,ad_1341
Location de vélo,6,ad_1341
Parking,1,ad_1341
Station de taxi,2,ad_1341
Vélib',9,ad_1341
Médecin généraliste,23,ad_1341
Médecin spécialiste,49,ad_1341
Pharmacie,15,ad_1341
Bar,5,ad_27
Restaurant,34,ad_27
Monument historique,1,ad_27
"Parc, Jardin et Square",3,ad_27
Salle de musculation / cardiotraining,1,ad_27
Terrain et Salle de sport,7,ad_27
Banque,10,ad_27
Boucherie,4,ad_27
Boulangerie,9,ad_27
Bureau de poste,1,ad_27
Presse et Tabac,4,ad_27
Supérette,5,ad_27
Supermarché et Hypermarché,10,ad_27
Collège,2,ad_27
Ecole maternelle,5,ad_27
Ecole primaire,2,ad_27
Lycée,1,ad_27
Crèche,2,ad_27
Autolib',5,ad_27
Location de vélo,11,ad_27
Parking,2,ad_27
Station de taxi,2,ad_27
Station service,1,ad_27
Vélib',9,ad_27
Médecin généraliste,18,ad_27
Médecin spécialiste,42,ad_27
Pharmacie,11,ad_27
Bar,16,ad_1411
Restaurant,57,ad_1411
Monument historique,15,ad_1411
Théâtre,2,ad_1411
"Parc, Jardin et Square",36,ad_1411
Terrain et Salle de sport,6,ad_1411
Banque,18,ad_1411
Boucherie,6,ad_1411
Boulangerie,12,ad_1411
Bureau de poste,4,ad_1411
Marché de quartier,1,ad_1411
Presse et Tabac,8,ad_1411
Supérette,2,ad_1411
Supermarché et Hypermarché,6,ad_1411
Collège,2,ad_1411
Ecole maternelle,3,ad_1411
Ecole primaire,8,ad_1411
Enseignement supérieur,3,ad_1411
Lycée,2,ad_1411
Crèche,4,ad_1411
Autolib',11,ad_1411
Location de vélo,6,ad_1411
Parking,3,ad_1411
Station de taxi,12,ad_1411
Station service,3,ad_1411
Vélib',10,ad_1411
Médecin généraliste,75,ad_1411
Médecin spécialiste,210,ad_1411
Pharmacie,20,ad_1411
Bar,5,ad_1562
Restaurant,26,ad_1562
Monument historique,4,ad_1562
Théâtre,1,ad_1562
"Parc, Jardin et Square",9,ad_1562
Terrain et Salle de sport,11,ad_1562
Banque,5,ad_1562
Boucherie,2,ad_1562
Boulangerie,7,ad_1562
Bureau de poste,2,ad_1562
Presse et Tabac,3,ad_1562
Supérette,3,ad_1562
Supermarché et Hypermarché,7,ad_1562
Collège,2,ad_1562
Ecole maternelle,2,ad_1562
Ecole primaire,7,ad_1562
Enseignement supérieur,1,ad_1562
Lycée,7,ad_1562
Crèche,2,ad_1562
Autolib',4,ad_1562
Location de vélo,9,ad_1562
Station de taxi,1,ad_1562
Station service,1,ad_1562
Vélib',12,ad_1562
Médecin généraliste,25,ad_1562
Médecin spécialiste,27,ad_1562
Pharmacie,6,ad_1562
Bar,9,ad_425
Restaurant,16,ad_425
Monument historique,3,ad_425
Cinéma,2,ad_425
"Parc, Jardin et Square",3,ad_425
Terrain et Salle de sport,4,ad_425
Banque,10,ad_425
Boucherie,1,ad_425
Boulangerie,10,ad_425
Bureau de poste,1,ad_425
Marché de quartier,1,ad_425
Presse et Tabac,2,ad_425
Supérette,3,ad_425
Supermarché et Hypermarché,4,ad_425
Collège,2,ad_425
Ecole maternelle,1,ad_425
Ecole primaire,3,ad_425
Lycée,2,ad_425
Crèche,9,ad_425
Autolib',5,ad_425
Location de vélo,7,ad_425
Parking,1,ad_425
Station service,1,ad_425
Vélib',5,ad_425
Médecin généraliste,20,ad_425
Médecin spécialiste,36,ad_425
Pharmacie,7,ad_425
Bar,3,ad_668
Restaurant,26,ad_668
Théâtre,3,ad_668
Cinéma,1,ad_668
"Parc, Jardin et Square",5,ad_668
Terrain et Salle de sport,21,ad_668
Banque,14,ad_668
Boucherie,3,ad_668
Boulangerie,8,ad_668
Bureau de poste,2,ad_668
Presse et Tabac,3,ad_668
Supérette,13,ad_668
Supermarché et Hypermarché,12,ad_668
Collège,3,ad_668
Ecole maternelle,4,ad_668
Ecole primaire,9,ad_668
Lycée,5,ad_668
Crèche,9,ad_668
Autolib',6,ad_668
Location de vélo,14,ad_668
Parking,2,ad_668
Vélib',13,ad_668
Médecin généraliste,22,ad_668
Médecin spécialiste,20,ad_668
Pharmacie,10,ad_668
Bar,10,ad_297
Restaurant,41,ad_297
Monument historique,16,ad_297
"Parc, Jardin et Square",36,ad_297
Salle de musculation / cardiotraining,2,ad_297
Terrain et Salle de sport,18,ad_297
Banque,13,ad_297
Boucherie,6,ad_297
Boulangerie,22,ad_297
Bureau de poste,3,ad_297
Marché de quartier,2,ad_297
Presse et Tabac,9,ad_297
Supérette,7,ad_297
Supermarché et Hypermarché,16,ad_297
Collège,4,ad_297
Ecole maternelle,5,ad_297
Ecole primaire,8,ad_297
Enseignement supérieur,5,ad_297
Lycée,5,ad_297
Crèche,5,ad_297
Autolib',8,ad_297
Location de vélo,7,ad_297
Parking,4,ad_297
Station de taxi,4,ad_297
Station service,6,ad_297
Vélib',10,ad_297
Médecin généraliste,38,ad_297
Médecin spécialiste,76,ad_297
Pharmacie,13,ad_297
Bar,5,ad_85
Restaurant,34,ad_85
Monument historique,1,ad_85
"Parc, Jardin et Square",3,ad_85
Salle de musculation / cardiotraining,1,ad_85
Terrain et Salle de sport,7,ad_85
Banque,10,ad_85
Boucherie,4,ad_85
Boulangerie,9,ad_85
Bureau de poste,1,ad_85
Presse et Tabac,4,ad_85
Supérette,5,ad_85
Supermarché et Hypermarché,10,ad_85
Collège,2,ad_85
Ecole maternelle,5,ad_85
Ecole primaire,2,ad_85
Lycée,1,ad_85
Crèche,2,ad_85
Autolib',5,ad_85
Location de vélo,11,ad_85
Parking,2,ad_85
Station de taxi,2,ad_85
Station service,1,ad_85
Vélib',9,ad_85
Médecin généraliste,18,ad_85
Médecin spécialiste,42,ad_85
Pharmacie,11,ad_85
Bar,10,ad_1124
Restaurant,41,ad_1124
Monument historique,16,ad_1124
"Parc, Jardin et Square",36,ad_1124
Salle de musculation / cardiotraining,2,ad_1124
Terrain et Salle de sport,18,ad_1124
Banque,13,ad_1124
Boucherie,6,ad_1124
Boulangerie,22,ad_1124
Bureau de poste,3,ad_1124
Marché de quartier,2,ad_1124
Presse et Tabac,9,ad_1124
Supérette,7,ad_1124
Supermarché et Hypermarché,16,ad_1124
Collège,4,ad_1124
Ecole maternelle,5,ad_1124
Ecole primaire,8,ad_1124
Enseignement supérieur,5,ad_1124
Lycée,5,ad_1124
Crèche,5,ad_1124
Autolib',8,ad_1124
Location de vélo,7,ad_1124
Parking,4,ad_1124
Station de taxi,4,ad_1124
Station service,6,ad_1124
Vélib',10,ad_1124
Médecin généraliste,38,ad_1124
Médecin spécialiste,76,ad_1124
Pharmacie,13,ad_1124
Bar,5,ad_2052
Restaurant,38,ad_2052
Monument historique,5,ad_2052
Cinéma,1,ad_2052
"Parc, Jardin et Square",7,ad_2052
Terrain et Salle de sport,9,ad_2052
Banque,4,ad_2052
Boucherie,2,ad_2052
Boulangerie,13,ad_2052
Bureau de poste,1,ad_2052
Marché de quartier,1,ad_2052
Presse et Tabac,2,ad_2052
Supérette,5,ad_2052
Supermarché et Hypermarché,7,ad_2052
Collège,4,ad_2052
Ecole maternelle,5,ad_2052
Ecole primaire,6,ad_2052
Enseignement supérieur,1,ad_2052
Lycée,4,ad_2052
Crèche,10,ad_2052
Ludothèque,1,ad_2052
Autolib',3,ad_2052
Location de vélo,5,ad_2052
Station de taxi,1,ad_2052
Station service,1,ad_2052
Vélib',10,ad_2052
Médecin généraliste,31,ad_2052
Médecin spécialiste,21,ad_2052
Pharmacie,9,ad_2052
Bar,14,ad_1782
Restaurant,18,ad_1782
"Parc, Jardin et Square",1,ad_1782
Terrain et Salle de sport,4,ad_1782
Banque,4,ad_1782
Boucherie,3,ad_1782
Boulangerie,8,ad_1782
Presse et Tabac,1,ad_1782
Supérette,5,ad_1782
Supermarché et Hypermarché,7,ad_1782
Collège,1,ad_1782
Ecole maternelle,3,ad_1782
Ecole primaire,5,ad_1782
Lycée,1,ad_1782
Crèche,8,ad_1782
Autolib',5,ad_1782
Location de vélo,3,ad_1782
Parking,1,ad_1782
Vélib',3,ad_1782
Médecin généraliste,15,ad_1782
Médecin spécialiste,6,ad_1782
Pharmacie,9,ad_1782
Bar,2,ad_1544
Restaurant,13,ad_1544
Monument historique,4,ad_1544
Théâtre,1,ad_1544
"Parc, Jardin et Square",4,ad_1544
Terrain et Salle de sport,15,ad_1544
Banque,2,ad_1544
Boucherie,4,ad_1544
Boulangerie,6,ad_1544
Bureau de poste,1,ad_1544
Marché de quartier,2,ad_1544
Presse et Tabac,1,ad_1544
Supérette,3,ad_1544
Supermarché et Hypermarché,7,ad_1544
Collège,3,ad_1544
Ecole maternelle,5,ad_1544
Ecole primaire,7,ad_1544
Enseignement supérieur,3,ad_1544
Crèche,7,ad_1544
Autolib',3,ad_1544
Location de vélo,10,ad_1544
Parking,2,ad_1544
Vélib',10,ad_1544
Médecin généraliste,10,ad_1544
Médecin spécialiste,2,ad_1544
Pharmacie,7,ad_1544
Bar,21,ad_65
Restaurant,66,ad_65
Monument historique,15,ad_65
Théâtre,5,ad_65
Cinéma,1,ad_65
"Parc, Jardin et Square",1,ad_65
Terrain et Salle de sport,7,ad_65
Banque,6,ad_65
Boucherie,6,ad_65
Boulangerie,11,ad_65
Bureau de poste,3,ad_65
Marché de quartier,1,ad_65
Presse et Tabac,6,ad_65
Supérette,5,ad_65
Supermarché et Hypermarché,11,ad_65
Collège,1,ad_65
Ecole maternelle,3,ad_65
Ecole primaire,4,ad_65
Enseignement supérieur,2,ad_65
Lycée,3,ad_65
Crèche,11,ad_65
Autolib',2,ad_65
Location de vélo,10,ad_65
Station de taxi,1,ad_65
Vélib',11,ad_65
Médecin généraliste,16,ad_65
Médecin spécialiste,11,ad_65
Pharmacie,12,ad_65
Bar,1,ad_1813
Restaurant,11,ad_1813
Monument historique,10,ad_1813
"Parc, Jardin et Square",55,ad_1813
Salle de musculation / cardiotraining,2,ad_1813
Terrain et Salle de sport,9,ad_1813
Banque,14,ad_1813
Boucherie,2,ad_1813
Boulangerie,6,ad_1813
Bureau de poste,1,ad_1813
Presse et Tabac,2,ad_1813
Supérette,3,ad_1813
Supermarché et Hypermarché,6,ad_1813
Collège,4,ad_1813
Ecole primaire,3,ad_1813
Enseignement supérieur,1,ad_1813
Lycée,4,ad_1813
Crèche,1,ad_1813
Ludothèque,1,ad_1813
Autolib',3,ad_1813
Location de vélo,8,ad_1813
Parking,2,ad_1813
Station de taxi,2,ad_1813
Station service,2,ad_1813
Vélib',8,ad_1813
Hôpital,1,ad_1813
Médecin généraliste,37,ad_1813
Médecin spécialiste,158,ad_1813
Pharmacie,8,ad_1813
Bar,3,ad_1873
Restaurant,26,ad_1873
Théâtre,3,ad_1873
Cinéma,1,ad_1873
"Parc, Jardin et Square",5,ad_1873
Terrain et Salle de sport,21,ad_1873
Banque,14,ad_1873
Boucherie,3,ad_1873
Boulangerie,8,ad_1873
Bureau de poste,2,ad_1873
Presse et Tabac,3,ad_1873
Supérette,13,ad_1873
Supermarché et Hypermarché,12,ad_1873
Collège,3,ad_1873
Ecole maternelle,4,ad_1873
Ecole primaire,9,ad_1873
Lycée,5,ad_1873
Crèche,9,ad_1873
Autolib',6,ad_1873
Location de vélo,14,ad_1873
Parking,2,ad_1873
Vélib',13,ad_1873
Médecin généraliste,22,ad_1873
Médecin spécialiste,20,ad_1873
Pharmacie,10,ad_1873
Bar,5,ad_104
Restaurant,34,ad_104
Monument historique,1,ad_104
"Parc, Jardin et Square",3,ad_104
Salle de musculation / cardiotraining,1,ad_104
Terrain et Salle de sport,7,ad_104
Banque,10,ad_104
Boucherie,4,ad_104
Boulangerie,9,ad_104
Bureau de poste,1,ad_104
Presse et Tabac,4,ad_104
Supérette,5,ad_104
Supermarché et Hypermarché,10,ad_104
Collège,2,ad_104
Ecole maternelle,5,ad_104
Ecole primaire,2,ad_104
Lycée,1,ad_104
Crèche,2,ad_104
Autolib',5,ad_104
Location de vélo,11,ad_104
Parking,2,ad_104
Station de taxi,2,ad_104
Station service,1,ad_104
Vélib',9,ad_104
Médecin généraliste,18,ad_104
Médecin spécialiste,42,ad_104
Pharmacie,11,ad_104
Bar,12,ad_1356
Restaurant,65,ad_1356
Monument historique,31,ad_1356
Théâtre,3,ad_1356
Cinéma,1,ad_1356
Terrain et Salle de sport,4,ad_1356
Banque,6,ad_1356
Boucherie,3,ad_1356
Boulangerie,10,ad_1356
Bureau de poste,3,ad_1356
Presse et Tabac,2,ad_1356
Supérette,3,ad_1356
Supermarché et Hypermarché,10,ad_1356
Ecole maternelle,1,ad_1356
Ecole primaire,1,ad_1356
Enseignement supérieur,4,ad_1356
Lycée,3,ad_1356
Crèche,3,ad_1356
Autolib',4,ad_1356
Location de vélo,5,ad_1356
Parking,1,ad_1356
Vélib',9,ad_1356
Médecin généraliste,13,ad_1356
Médecin spécialiste,7,ad_1356
Pharmacie,11,ad_1356
Bar,5,ad_915
Restaurant,19,ad_915
Monument historique,3,ad_915
Théâtre,1,ad_915
"Parc, Jardin et Square",3,ad_915
Terrain et Salle de sport,6,ad_915
Banque,3,ad_915
Boucherie,1,ad_915
Boulangerie,3,ad_915
Bureau de poste,2,ad_915
Supérette,3,ad_915
Supermarché et Hypermarché,6,ad_915
Collège,1,ad_915
Ecole maternelle,3,ad_915
Ecole primaire,2,ad_915
Enseignement supérieur,10,ad_915
Lycée,2,ad_915
Crèche,5,ad_915
Autolib',3,ad_915
Location de vélo,8,ad_915
Station service,1,ad_915
Vélib',7,ad_915
Médecin généraliste,11,ad_915
Médecin spécialiste,4,ad_915
Pharmacie,1,ad_915
Bar,16,ad_1748
Restaurant,57,ad_1748
Monument historique,15,ad_1748
Théâtre,2,ad_1748
"Parc, Jardin et Square",36,ad_1748
Terrain et Salle de sport,6,ad_1748
Banque,18,ad_1748
Boucherie,6,ad_1748
Boulangerie,12,ad_1748
Bureau de poste,4,ad_1748
Marché de quartier,1,ad_1748
Presse et Tabac,8,ad_1748
Supérette,2,ad_1748
Supermarché et Hypermarché,6,ad_1748
Collège,2,ad_1748
Ecole maternelle,3,ad_1748
Ecole primaire,8,ad_1748
Enseignement supérieur,3,ad_1748
Lycée,2,ad_1748
Crèche,4,ad_1748
Autolib',11,ad_1748
Location de vélo,6,ad_1748
Parking,3,ad_1748
Station de taxi,12,ad_1748
Station service,3,ad_1748
Vélib',10,ad_1748
Médecin généraliste,75,ad_1748
Médecin spécialiste,210,ad_1748
Pharmacie,20,ad_1748
Bar,5,ad_1349
Restaurant,8,ad_1349
Monument historique,42,ad_1349
Théâtre,1,ad_1349
"Parc, Jardin et Square",10,ad_1349
Banque,1,ad_1349
Boucherie,1,ad_1349
Boulangerie,3,ad_1349
Bureau de poste,2,ad_1349
Marché de quartier,1,ad_1349
Presse et Tabac,3,ad_1349
Ecole maternelle,1,ad_1349
Ecole primaire,1,ad_1349
Autolib',3,ad_1349
Location de vélo,3,ad_1349
Parking,2,ad_1349
Vélib',3,ad_1349
Médecin généraliste,1,ad_1349
Médecin spécialiste,8,ad_1349
Pharmacie,2,ad_1349
Bar,10,ad_1118
Restaurant,41,ad_1118
Monument historique,16,ad_1118
"Parc, Jardin et Square",36,ad_1118
Salle de musculation / cardiotraining,2,ad_1118
