name,number,ad_id
Location de vélo,8,ad_1758
Parking,2,ad_1758
Station de taxi,2,ad_1758
Station service,2,ad_1758
Vélib',8,ad_1758
Hôpital,1,ad_1758
Médecin généraliste,37,ad_1758
Médecin spécialiste,158,ad_1758
Pharmacie,8,ad_1758
Bar,6,ad_2065
Restaurant,61,ad_2065
Monument historique,6,ad_2065
Théâtre,1,ad_2065
"Parc, Jardin et Square",7,ad_2065
Salle de musculation / cardiotraining,1,ad_2065
Terrain et Salle de sport,14,ad_2065
Banque,8,ad_2065
Boucherie,5,ad_2065
Boulangerie,9,ad_2065
Bureau de poste,2,ad_2065
Marché de quartier,1,ad_2065
Presse et Tabac,3,ad_2065
Supérette,6,ad_2065
Supermarché et Hypermarché,10,ad_2065
Collège,1,ad_2065
Ecole maternelle,3,ad_2065
Ecole primaire,5,ad_2065
Enseignement supérieur,7,ad_2065
Lycée,4,ad_2065
Crèche,8,ad_2065
Autolib',5,ad_2065
Location de vélo,12,ad_2065
Parking,2,ad_2065
Station service,3,ad_2065
Vélib',14,ad_2065
Médecin généraliste,29,ad_2065
Médecin spécialiste,48,ad_2065
Pharmacie,15,ad_2065
Bar,17,ad_1956
Restaurant,47,ad_1956
Monument historique,2,ad_1956
"Parc, Jardin et Square",3,ad_1956
Salle de musculation / cardiotraining,1,ad_1956
Terrain et Salle de sport,4,ad_1956
Banque,2,ad_1956
Boucherie,3,ad_1956
Boulangerie,3,ad_1956
Bureau de poste,1,ad_1956
Marché de quartier,1,ad_1956
Supérette,3,ad_1956
Supermarché et Hypermarché,6,ad_1956
Ecole maternelle,1,ad_1956
Ecole primaire,5,ad_1956
Enseignement supérieur,3,ad_1956
Crèche,8,ad_1956
Autolib',5,ad_1956
Location de vélo,6,ad_1956
Parking,2,ad_1956
Vélib',6,ad_1956
Médecin généraliste,6,ad_1956
Médecin spécialiste,9,ad_1956
Pharmacie,10,ad_1956
Bar,10,ad_451
Restaurant,41,ad_451
Monument historique,16,ad_451
"Parc, Jardin et Square",36,ad_451
Salle de musculation / cardiotraining,2,ad_451
Terrain et Salle de sport,18,ad_451
Banque,13,ad_451
Boucherie,6,ad_451
Boulangerie,22,ad_451
Bureau de poste,3,ad_451
Marché de quartier,2,ad_451
Presse et Tabac,9,ad_451
Supérette,7,ad_451
Supermarché et Hypermarché,16,ad_451
Collège,4,ad_451
Ecole maternelle,5,ad_451
Ecole primaire,8,ad_451
Enseignement supérieur,5,ad_451
Lycée,5,ad_451
Crèche,5,ad_451
Autolib',8,ad_451
Location de vélo,7,ad_451
Parking,4,ad_451
Station de taxi,4,ad_451
Station service,6,ad_451
Vélib',10,ad_451
Médecin généraliste,38,ad_451
Médecin spécialiste,76,ad_451
Pharmacie,13,ad_451
Bar,12,ad_254
Restaurant,31,ad_254
Monument historique,4,ad_254
Théâtre,2,ad_254
"Parc, Jardin et Square",2,ad_254
Terrain et Salle de sport,7,ad_254
Banque,1,ad_254
Boucherie,1,ad_254
Boulangerie,6,ad_254
Bureau de poste,1,ad_254
Marché de quartier,1,ad_254
Presse et Tabac,2,ad_254
Supérette,2,ad_254
Supermarché et Hypermarché,8,ad_254
Collège,3,ad_254
Ecole maternelle,3,ad_254
Ecole primaire,1,ad_254
Enseignement supérieur,2,ad_254
Lycée,6,ad_254
Crèche,6,ad_254
Autolib',4,ad_254
Location de vélo,9,ad_254
Parking,2,ad_254
Station de taxi,2,ad_254
Vélib',11,ad_254
Médecin généraliste,24,ad_254
Médecin spécialiste,16,ad_254
Pharmacie,11,ad_254
Bar,13,ad_1901
Restaurant,32,ad_1901
Théâtre,3,ad_1901
Cinéma,1,ad_1901
"Parc, Jardin et Square",3,ad_1901
Terrain et Salle de sport,15,ad_1901
Banque,12,ad_1901
Boucherie,5,ad_1901
Boulangerie,16,ad_1901
Bureau de poste,3,ad_1901
Marché de quartier,2,ad_1901
Presse et Tabac,2,ad_1901
Supérette,5,ad_1901
Supermarché et Hypermarché,12,ad_1901
Collège,8,ad_1901
Ecole maternelle,6,ad_1901
Ecole primaire,10,ad_1901
Lycée,4,ad_1901
Crèche,12,ad_1901
Ludothèque,2,ad_1901
Autolib',9,ad_1901
Location de vélo,12,ad_1901
Station de taxi,3,ad_1901
Station service,8,ad_1901
Vélib',15,ad_1901
Hôpital,1,ad_1901
Médecin généraliste,33,ad_1901
Médecin spécialiste,40,ad_1901
Pharmacie,13,ad_1901
Bar,11,ad_1031
Restaurant,40,ad_1031
Monument historique,22,ad_1031
Théâtre,5,ad_1031
"Parc, Jardin et Square",3,ad_1031
Terrain et Salle de sport,8,ad_1031
Banque,11,ad_1031
Boucherie,1,ad_1031
Boulangerie,12,ad_1031
Bureau de poste,2,ad_1031
Presse et Tabac,2,ad_1031
Supérette,1,ad_1031
Supermarché et Hypermarché,9,ad_1031
Collège,4,ad_1031
Ecole maternelle,3,ad_1031
Ecole primaire,5,ad_1031
Enseignement supérieur,8,ad_1031
Lycée,4,ad_1031
Crèche,5,ad_1031
Autolib',5,ad_1031
Location de vélo,9,ad_1031
Parking,1,ad_1031
Station de taxi,5,ad_1031
Vélib',12,ad_1031
Médecin généraliste,32,ad_1031
Médecin spécialiste,48,ad_1031
Pharmacie,9,ad_1031
Bar,23,ad_1661
Restaurant,57,ad_1661
Monument historique,16,ad_1661
Théâtre,3,ad_1661
Cinéma,3,ad_1661
"Parc, Jardin et Square",4,ad_1661
Terrain et Salle de sport,19,ad_1661
Banque,9,ad_1661
Boucherie,1,ad_1661
Boulangerie,9,ad_1661
Bureau de poste,3,ad_1661
Presse et Tabac,4,ad_1661
Supérette,8,ad_1661
Supermarché et Hypermarché,20,ad_1661
Collège,2,ad_1661
Ecole maternelle,5,ad_1661
Ecole primaire,6,ad_1661
Enseignement supérieur,9,ad_1661
Lycée,3,ad_1661
Crèche,7,ad_1661
Autolib',8,ad_1661
Location de vélo,8,ad_1661
Parking,1,ad_1661
Station service,1,ad_1661
Vélib',10,ad_1661
Médecin généraliste,27,ad_1661
Médecin spécialiste,38,ad_1661
Pharmacie,15,ad_1661
Bar,6,ad_711
Restaurant,61,ad_711
Monument historique,6,ad_711
Théâtre,1,ad_711
"Parc, Jardin et Square",7,ad_711
Salle de musculation / cardiotraining,1,ad_711
Terrain et Salle de sport,14,ad_711
Banque,8,ad_711
Boucherie,5,ad_711
Boulangerie,9,ad_711
Bureau de poste,2,ad_711
Marché de quartier,1,ad_711
Presse et Tabac,3,ad_711
Supérette,6,ad_711
Supermarché et Hypermarché,10,ad_711
Collège,1,ad_711
Ecole maternelle,3,ad_711
Ecole primaire,5,ad_711
Enseignement supérieur,7,ad_711
Lycée,4,ad_711
Crèche,8,ad_711
Autolib',5,ad_711
Location de vélo,12,ad_711
Parking,2,ad_711
Station service,3,ad_711
Vélib',14,ad_711
Médecin généraliste,29,ad_711
Médecin spécialiste,48,ad_711
Pharmacie,15,ad_711
Bar,8,ad_754
Restaurant,26,ad_754
Monument historique,15,ad_754
"Parc, Jardin et Square",35,ad_754
Terrain et Salle de sport,9,ad_754
Banque,7,ad_754
Boucherie,5,ad_754
Boulangerie,14,ad_754
Bureau de poste,2,ad_754
Marché de quartier,2,ad_754
Presse et Tabac,2,ad_754
Supérette,8,ad_754
Supermarché et Hypermarché,11,ad_754
Collège,1,ad_754
Ecole maternelle,4,ad_754
Ecole primaire,4,ad_754
Lycée,2,ad_754
Crèche,12,ad_754
Autolib',5,ad_754
Location de vélo,10,ad_754
Station de taxi,4,ad_754
Vélib',11,ad_754
Médecin généraliste,31,ad_754
Médecin spécialiste,42,ad_754
Pharmacie,11,ad_754
Bar,16,ad_1863
Restaurant,57,ad_1863
Monument historique,15,ad_1863
Théâtre,2,ad_1863
"Parc, Jardin et Square",36,ad_1863
Terrain et Salle de sport,6,ad_1863
Banque,18,ad_1863
Boucherie,6,ad_1863
Boulangerie,12,ad_1863
Bureau de poste,4,ad_1863
Marché de quartier,1,ad_1863
Presse et Tabac,8,ad_1863
Supérette,2,ad_1863
Supermarché et Hypermarché,6,ad_1863
Collège,2,ad_1863
Ecole maternelle,3,ad_1863
Ecole primaire,8,ad_1863
Enseignement supérieur,3,ad_1863
Lycée,2,ad_1863
Crèche,4,ad_1863
Autolib',11,ad_1863
Location de vélo,6,ad_1863
Parking,3,ad_1863
Station de taxi,12,ad_1863
Station service,3,ad_1863
Vélib',10,ad_1863
Médecin généraliste,75,ad_1863
Médecin spécialiste,210,ad_1863
Pharmacie,20,ad_1863
Restaurant,10,ad_583
"Parc, Jardin et Square",4,ad_583
Terrain et Salle de sport,13,ad_583
Boulangerie,1,ad_583
Bureau de poste,3,ad_583
Presse et Tabac,1,ad_583
Supermarché et Hypermarché,2,ad_583
Collège,1,ad_583
Ecole maternelle,2,ad_583
Ecole primaire,3,ad_583
Lycée,5,ad_583
Crèche,8,ad_583
Autolib',3,ad_583
Location de vélo,6,ad_583
Parking,1,ad_583
Station de taxi,1,ad_583
Station service,5,ad_583
Vélib',6,ad_583
Médecin généraliste,6,ad_583
Médecin spécialiste,2,ad_583
Pharmacie,4,ad_583
Bar,12,ad_131
Restaurant,31,ad_131
Monument historique,4,ad_131
Théâtre,2,ad_131
"Parc, Jardin et Square",2,ad_131
Terrain et Salle de sport,7,ad_131
Banque,1,ad_131
Boucherie,1,ad_131
Boulangerie,6,ad_131
Bureau de poste,1,ad_131
Marché de quartier,1,ad_131
Presse et Tabac,2,ad_131
Supérette,2,ad_131
Supermarché et Hypermarché,8,ad_131
Collège,3,ad_131
Ecole maternelle,3,ad_131
Ecole primaire,1,ad_131
Enseignement supérieur,2,ad_131
Lycée,6,ad_131
Crèche,6,ad_131
Autolib',4,ad_131
Location de vélo,9,ad_131
Parking,2,ad_131
Station de taxi,2,ad_131
Vélib',11,ad_131
Médecin généraliste,24,ad_131
Médecin spécialiste,16,ad_131
Pharmacie,11,ad_131
Bar,10,ad_1790
Restaurant,25,ad_1790
Monument historique,1,ad_1790
Théâtre,2,ad_1790
"Parc, Jardin et Square",3,ad_1790
Terrain et Salle de sport,4,ad_1790
Banque,1,ad_1790
Boucherie,7,ad_1790
Boulangerie,9,ad_1790
Bureau de poste,2,ad_1790
Marché de quartier,1,ad_1790
Presse et Tabac,3,ad_1790
Supérette,7,ad_1790
Supermarché et Hypermarché,9,ad_1790
Collège,2,ad_1790
Ecole maternelle,6,ad_1790
Ecole primaire,6,ad_1790
Enseignement supérieur,1,ad_1790
Crèche,9,ad_1790
Ludothèque,1,ad_1790
Autolib',5,ad_1790
Location de vélo,9,ad_1790
Station de taxi,2,ad_1790
Vélib',9,ad_1790
Médecin généraliste,18,ad_1790
Médecin spécialiste,2,ad_1790
Pharmacie,16,ad_1790
Bar,13,ad_1665
Restaurant,32,ad_1665
Théâtre,3,ad_1665
Cinéma,1,ad_1665
"Parc, Jardin et Square",3,ad_1665
Terrain et Salle de sport,15,ad_1665
Banque,12,ad_1665
Boucherie,5,ad_1665
Boulangerie,16,ad_1665
Bureau de poste,3,ad_1665
Marché de quartier,2,ad_1665
Presse et Tabac,2,ad_1665
Supérette,5,ad_1665
Supermarché et Hypermarché,12,ad_1665
Collège,8,ad_1665
Ecole maternelle,6,ad_1665
Ecole primaire,10,ad_1665
Lycée,4,ad_1665
Crèche,12,ad_1665
Ludothèque,2,ad_1665
Autolib',9,ad_1665
Location de vélo,12,ad_1665
Station de taxi,3,ad_1665
Station service,8,ad_1665
Vélib',15,ad_1665
Hôpital,1,ad_1665
Médecin généraliste,33,ad_1665
Médecin spécialiste,40,ad_1665
Pharmacie,13,ad_1665
Bar,5,ad_1888
Restaurant,26,ad_1888
Monument historique,4,ad_1888
Théâtre,1,ad_1888
"Parc, Jardin et Square",9,ad_1888
Terrain et Salle de sport,11,ad_1888
Banque,5,ad_1888
Boucherie,2,ad_1888
Boulangerie,7,ad_1888
Bureau de poste,2,ad_1888
Presse et Tabac,3,ad_1888
Supérette,3,ad_1888
Supermarché et Hypermarché,7,ad_1888
Collège,2,ad_1888
Ecole maternelle,2,ad_1888
Ecole primaire,7,ad_1888
Enseignement supérieur,1,ad_1888
Lycée,7,ad_1888
Crèche,2,ad_1888
Autolib',4,ad_1888
Location de vélo,9,ad_1888
Station de taxi,1,ad_1888
Station service,1,ad_1888
Vélib',12,ad_1888
Médecin généraliste,25,ad_1888
Médecin spécialiste,27,ad_1888
Pharmacie,6,ad_1888
Bar,8,ad_1751
Restaurant,26,ad_1751
Monument historique,15,ad_1751
"Parc, Jardin et Square",35,ad_1751
Terrain et Salle de sport,9,ad_1751
Banque,7,ad_1751
Boucherie,5,ad_1751
Boulangerie,14,ad_1751
Bureau de poste,2,ad_1751
Marché de quartier,2,ad_1751
Presse et Tabac,2,ad_1751
Supérette,8,ad_1751
Supermarché et Hypermarché,11,ad_1751
Collège,1,ad_1751
Ecole maternelle,4,ad_1751
Ecole primaire,4,ad_1751
Lycée,2,ad_1751
Crèche,12,ad_1751
Autolib',5,ad_1751
Location de vélo,10,ad_1751
Station de taxi,4,ad_1751
Vélib',11,ad_1751
Médecin généraliste,31,ad_1751
Médecin spécialiste,42,ad_1751
Pharmacie,11,ad_1751
Bar,16,ad_67
Restaurant,48,ad_67
Monument historique,19,ad_67
Théâtre,2,ad_67
Cinéma,1,ad_67
"Parc, Jardin et Square",2,ad_67
Terrain et Salle de sport,4,ad_67
Banque,3,ad_67
Boucherie,1,ad_67
Boulangerie,8,ad_67
Bureau de poste,2,ad_67
Presse et Tabac,4,ad_67
Supérette,6,ad_67
Supermarché et Hypermarché,11,ad_67
Ecole maternelle,3,ad_67
Ecole primaire,3,ad_67
Enseignement supérieur,4,ad_67
Lycée,1,ad_67
Crèche,4,ad_67
Autolib',5,ad_67
Location de vélo,8,ad_67
Parking,3,ad_67
Vélib',10,ad_67
Médecin généraliste,10,ad_67
Médecin spécialiste,3,ad_67
Pharmacie,9,ad_67
Bar,23,ad_1821
Restaurant,57,ad_1821
Monument historique,16,ad_1821
Théâtre,3,ad_1821
Cinéma,3,ad_1821
"Parc, Jardin et Square",4,ad_1821
Terrain et Salle de sport,19,ad_1821
Banque,9,ad_1821
Boucherie,1,ad_1821
Boulangerie,9,ad_1821
Bureau de poste,3,ad_1821
Presse et Tabac,4,ad_1821
Supérette,8,ad_1821
Supermarché et Hypermarché,20,ad_1821
Collège,2,ad_1821
Ecole maternelle,5,ad_1821
Ecole primaire,6,ad_1821
Enseignement supérieur,9,ad_1821
Lycée,3,ad_1821
Crèche,7,ad_1821
Autolib',8,ad_1821
Location de vélo,8,ad_1821
Parking,1,ad_1821
Station service,1,ad_1821
Vélib',10,ad_1821
Médecin généraliste,27,ad_1821
Médecin spécialiste,38,ad_1821
Pharmacie,15,ad_1821
Bar,13,ad_1650
Restaurant,32,ad_1650
Théâtre,3,ad_1650
Cinéma,1,ad_1650
"Parc, Jardin et Square",3,ad_1650
Terrain et Salle de sport,15,ad_1650
Banque,12,ad_1650
Boucherie,5,ad_1650
Boulangerie,16,ad_1650
Bureau de poste,3,ad_1650
Marché de quartier,2,ad_1650
Presse et Tabac,2,ad_1650
Supérette,5,ad_1650
Supermarché et Hypermarché,12,ad_1650
Collège,8,ad_1650
Ecole maternelle,6,ad_1650
Ecole primaire,10,ad_1650
Lycée,4,ad_1650
Crèche,12,ad_1650
Ludothèque,2,ad_1650
Autolib',9,ad_1650
Location de vélo,12,ad_1650
Station de taxi,3,ad_1650
Station service,8,ad_1650
Vélib',15,ad_1650
Hôpital,1,ad_1650
Médecin généraliste,33,ad_1650
Médecin spécialiste,40,ad_1650
Pharmacie,13,ad_1650
Bar,23,ad_971
Restaurant,57,ad_971
Monument historique,16,ad_971
Théâtre,3,ad_971
Cinéma,3,ad_971
"Parc, Jardin et Square",4,ad_971
Terrain et Salle de sport,19,ad_971
Banque,9,ad_971
Boucherie,1,ad_971
Boulangerie,9,ad_971
Bureau de poste,3,ad_971
Presse et Tabac,4,ad_971
Supérette,8,ad_971
Supermarché et Hypermarché,20,ad_971
Collège,2,ad_971
Ecole maternelle,5,ad_971
Ecole primaire,6,ad_971
Enseignement supérieur,9,ad_971
Lycée,3,ad_971
Crèche,7,ad_971
Autolib',8,ad_971
Location de vélo,8,ad_971
Parking,1,ad_971
Station service,1,ad_971
Vélib',10,ad_971
Médecin généraliste,27,ad_971
Médecin spécialiste,38,ad_971
Pharmacie,15,ad_971
Bar,5,ad_125
Restaurant,16,ad_125
Monument historique,1,ad_125
Théâtre,1,ad_125
"Parc, Jardin et Square",13,ad_125
Terrain et Salle de sport,15,ad_125
Banque,5,ad_125
Boucherie,3,ad_125
Boulangerie,14,ad_125
Bureau de poste,3,ad_125
Marché de quartier,2,ad_125
Presse et Tabac,1,ad_125
Supérette,7,ad_125
Supermarché et Hypermarché,10,ad_125
Collège,3,ad_125
Ecole maternelle,4,ad_125
Ecole primaire,6,ad_125
Enseignement supérieur,5,ad_125
Lycée,3,ad_125
Crèche,11,ad_125
Autolib',4,ad_125
Gare ferroviaire,1,ad_125
Location de vélo,6,ad_125
Parking,1,ad_125
Station de taxi,2,ad_125
Station service,1,ad_125
Vélib',7,ad_125
Hôpital,2,ad_125
Médecin généraliste,27,ad_125
Médecin spécialiste,9,ad_125
Pharmacie,9,ad_125
Bar,6,ad_1559
Restaurant,61,ad_1559
Monument historique,6,ad_1559
Théâtre,1,ad_1559
"Parc, Jardin et Square",7,ad_1559
Salle de musculation / cardiotraining,1,ad_1559
Terrain et Salle de sport,14,ad_1559
Banque,8,ad_1559
Boucherie,5,ad_1559
Boulangerie,9,ad_1559
Bureau de poste,2,ad_1559
Marché de quartier,1,ad_1559
Presse et Tabac,3,ad_1559
Supérette,6,ad_1559
Supermarché et Hypermarché,10,ad_1559
Collège,1,ad_1559
Ecole maternelle,3,ad_1559
Ecole primaire,5,ad_1559
Enseignement supérieur,7,ad_1559
Lycée,4,ad_1559
Crèche,8,ad_1559
Autolib',5,ad_1559
Location de vélo,12,ad_1559
Parking,2,ad_1559
Station service,3,ad_1559
Vélib',14,ad_1559
Médecin généraliste,29,ad_1559
Médecin spécialiste,48,ad_1559
Pharmacie,15,ad_1559
Bar,3,ad_1724
Restaurant,35,ad_1724
Monument historique,3,ad_1724
"Parc, Jardin et Square",10,ad_1724
Terrain et Salle de sport,6,ad_1724
Banque,6,ad_1724
Boucherie,3,ad_1724
Boulangerie,9,ad_1724
Bureau de poste,2,ad_1724
Marché de quartier,1,ad_1724
Presse et Tabac,2,ad_1724
Supérette,7,ad_1724
Supermarché et Hypermarché,11,ad_1724
Collège,3,ad_1724
Ecole maternelle,6,ad_1724
Ecole primaire,6,ad_1724
Enseignement supérieur,2,ad_1724
Lycée,2,ad_1724
Crèche,9,ad_1724
Autolib',6,ad_1724
Gare ferroviaire,1,ad_1724
Location de vélo,11,ad_1724
Parking,2,ad_1724
Station service,2,ad_1724
Vélib',11,ad_1724
Médecin généraliste,19,ad_1724
Médecin spécialiste,50,ad_1724
Pharmacie,7,ad_1724
Bar,8,ad_1722
Restaurant,26,ad_1722
Monument historique,15,ad_1722
"Parc, Jardin et Square",35,ad_1722
Terrain et Salle de sport,9,ad_1722
Banque,7,ad_1722
Boucherie,5,ad_1722
Boulangerie,14,ad_1722
Bureau de poste,2,ad_1722
Marché de quartier,2,ad_1722
Presse et Tabac,2,ad_1722
Supérette,8,ad_1722
Supermarché et Hypermarché,11,ad_1722
Collège,1,ad_1722
Ecole maternelle,4,ad_1722
Ecole primaire,4,ad_1722
Lycée,2,ad_1722
Crèche,12,ad_1722
Autolib',5,ad_1722
Location de vélo,10,ad_1722
Station de taxi,4,ad_1722
Vélib',11,ad_1722
Médecin généraliste,31,ad_1722
Médecin spécialiste,42,ad_1722
Pharmacie,11,ad_1722
Bar,5,ad_1788
Restaurant,8,ad_1788
Monument historique,42,ad_1788
Théâtre,1,ad_1788
"Parc, Jardin et Square",10,ad_1788
Banque,1,ad_1788
Boucherie,1,ad_1788
Boulangerie,3,ad_1788
Bureau de poste,2,ad_1788
Marché de quartier,1,ad_1788
Presse et Tabac,3,ad_1788
Ecole maternelle,1,ad_1788
Ecole primaire,1,ad_1788
Autolib',3,ad_1788
Location de vélo,3,ad_1788
Parking,2,ad_1788
Vélib',3,ad_1788
Médecin généraliste,1,ad_1788
Médecin spécialiste,8,ad_1788
Pharmacie,2,ad_1788
Bar,16,ad_889
Restaurant,44,ad_889
Monument historique,5,ad_889
Théâtre,2,ad_889
Cinéma,1,ad_889
"Parc, Jardin et Square",7,ad_889
Terrain et Salle de sport,8,ad_889
Banque,15,ad_889
Boucherie,4,ad_889
Boulangerie,13,ad_889
Bureau de poste,1,ad_889
Marché de quartier,1,ad_889
Presse et Tabac,4,ad_889
Supérette,4,ad_889
Supermarché et Hypermarché,11,ad_889
Collège,3,ad_889
Ecole maternelle,3,ad_889
Ecole primaire,4,ad_889
Enseignement supérieur,14,ad_889
Lycée,3,ad_889
Crèche,9,ad_889
Autolib',2,ad_889
Location de vélo,12,ad_889
Parking,3,ad_889
Station de taxi,1,ad_889
Vélib',11,ad_889
Hôpital,4,ad_889
Médecin généraliste,32,ad_889
Médecin spécialiste,108,ad_889
Pharmacie,13,ad_889
Bar,5,ad_120
Restaurant,34,ad_120
Monument historique,1,ad_120
"Parc, Jardin et Square",3,ad_120
Salle de musculation / cardiotraining,1,ad_120
Terrain et Salle de sport,7,ad_120
Banque,10,ad_120
Boucherie,4,ad_120
Boulangerie,9,ad_120
Bureau de poste,1,ad_120
Presse et Tabac,4,ad_120
Supérette,5,ad_120
Supermarché et Hypermarché,10,ad_120
Collège,2,ad_120
Ecole maternelle,5,ad_120
Ecole primaire,2,ad_120
Lycée,1,ad_120
Crèche,2,ad_120
Autolib',5,ad_120
Location de vélo,11,ad_120
Parking,2,ad_120
Station de taxi,2,ad_120
Station service,1,ad_120
Vélib',9,ad_120
Médecin généraliste,18,ad_120
Médecin spécialiste,42,ad_120
Pharmacie,11,ad_120
Bar,6,ad_1579
Restaurant,61,ad_1579
Monument historique,6,ad_1579
Théâtre,1,ad_1579
"Parc, Jardin et Square",7,ad_1579
Salle de musculation / cardiotraining,1,ad_1579
Terrain et Salle de sport,14,ad_1579
Banque,8,ad_1579
Boucherie,5,ad_1579
Boulangerie,9,ad_1579
Bureau de poste,2,ad_1579
Marché de quartier,1,ad_1579
Presse et Tabac,3,ad_1579
Supérette,6,ad_1579
Supermarché et Hypermarché,10,ad_1579
Collège,1,ad_1579
Ecole maternelle,3,ad_1579
Ecole primaire,5,ad_1579
Enseignement supérieur,7,ad_1579
Lycée,4,ad_1579
Crèche,8,ad_1579
Autolib',5,ad_1579
Location de vélo,12,ad_1579
Parking,2,ad_1579
Station service,3,ad_1579
Vélib',14,ad_1579
Médecin généraliste,29,ad_1579
Médecin spécialiste,48,ad_1579
Pharmacie,15,ad_1579
Bar,4,ad_1330
Restaurant,23,ad_1330
Monument historique,1,ad_1330
Théâtre,2,ad_1330
"Parc, Jardin et Square",3,ad_1330
Salle de musculation / cardiotraining,1,ad_1330
Terrain et Salle de sport,13,ad_1330
Banque,7,ad_1330
Boucherie,4,ad_1330
Boulangerie,12,ad_1330
Bureau de poste,1,ad_1330
Presse et Tabac,2,ad_1330
Supérette,7,ad_1330
Supermarché et Hypermarché,12,ad_1330
Collège,3,ad_1330
Ecole maternelle,5,ad_1330
Ecole primaire,4,ad_1330
Enseignement supérieur,1,ad_1330
Lycée,2,ad_1330
Crèche,5,ad_1330
Location de vélo,7,ad_1330
Station de taxi,1,ad_1330
Vélib',7,ad_1330
Médecin généraliste,13,ad_1330
Médecin spécialiste,21,ad_1330
Pharmacie,9,ad_1330
Bar,10,ad_592
Restaurant,41,ad_592
Monument historique,16,ad_592
"Parc, Jardin et Square",36,ad_592
Salle de musculation / cardiotraining,2,ad_592
Terrain et Salle de sport,18,ad_592
Banque,13,ad_592
Boucherie,6,ad_592
Boulangerie,22,ad_592
Bureau de poste,3,ad_592
Marché de quartier,2,ad_592
Presse et Tabac,9,ad_592
Supérette,7,ad_592
Supermarché et Hypermarché,16,ad_592
Collège,4,ad_592
Ecole maternelle,5,ad_592
Ecole primaire,8,ad_592
Enseignement supérieur,5,ad_592
Lycée,5,ad_592
Crèche,5,ad_592
Autolib',8,ad_592
Location de vélo,7,ad_592
Parking,4,ad_592
Station de taxi,4,ad_592
Station service,6,ad_592
Vélib',10,ad_592
Médecin généraliste,38,ad_592
Médecin spécialiste,76,ad_592
Pharmacie,13,ad_592
Bar,18,ad_1339
Restaurant,49,ad_1339
Monument historique,4,ad_1339
"Parc, Jardin et Square",3,ad_1339
Terrain et Salle de sport,8,ad_1339
Banque,7,ad_1339
Boucherie,5,ad_1339
Boulangerie,14,ad_1339
Bureau de poste,2,ad_1339
Marché de quartier,1,ad_1339
Presse et Tabac,2,ad_1339
Supérette,8,ad_1339
Supermarché et Hypermarché,13,ad_1339
Ecole maternelle,2,ad_1339
Ecole primaire,5,ad_1339
Enseignement supérieur,6,ad_1339
Crèche,6,ad_1339
Autolib',3,ad_1339
Location de vélo,6,ad_1339
Parking,1,ad_1339
Station de taxi,2,ad_1339
Vélib',9,ad_1339
Médecin généraliste,23,ad_1339
Médecin spécialiste,49,ad_1339
Pharmacie,15,ad_1339
Bar,9,ad_1652
Restaurant,16,ad_1652
Monument historique,3,ad_1652
Cinéma,2,ad_1652
"Parc, Jardin et Square",3,ad_1652
Terrain et Salle de sport,4,ad_1652
Banque,10,ad_1652
Boucherie,1,ad_1652
Boulangerie,10,ad_1652
Bureau de poste,1,ad_1652
Marché de quartier,1,ad_1652
Presse et Tabac,2,ad_1652
Supérette,3,ad_1652
Supermarché et Hypermarché,4,ad_1652
Collège,2,ad_1652
Ecole maternelle,1,ad_1652
Ecole primaire,3,ad_1652
Lycée,2,ad_1652
Crèche,9,ad_1652
Autolib',5,ad_1652
Location de vélo,7,ad_1652
Parking,1,ad_1652
Station service,1,ad_1652
Vélib',5,ad_1652
Médecin généraliste,20,ad_1652
Médecin spécialiste,36,ad_1652
Pharmacie,7,ad_1652
Bar,5,ad_861
Restaurant,38,ad_861
Monument historique,5,ad_861
Cinéma,1,ad_861
"Parc, Jardin et Square",7,ad_861
Terrain et Salle de sport,9,ad_861
Banque,4,ad_861
Boucherie,2,ad_861
Boulangerie,13,ad_861
Bureau de poste,1,ad_861
Marché de quartier,1,ad_861
Presse et Tabac,2,ad_861
Supérette,5,ad_861
Supermarché et Hypermarché,7,ad_861
Collège,4,ad_861
Ecole maternelle,5,ad_861
Ecole primaire,6,ad_861
Enseignement supérieur,1,ad_861
Lycée,4,ad_861
Crèche,10,ad_861
Ludothèque,1,ad_861
Autolib',3,ad_861
Location de vélo,5,ad_861
Station de taxi,1,ad_861
